date_mean_shift,date_var_shift,date_psi,day_mean_shift,day_var_shift,day_psi,period_mean_shift,period_var_shift,period_psi,nswprice_mean_shift,nswprice_var_shift,nswprice_psi,nswdemand_mean_shift,nswdemand_var_shift,nswdemand_psi,vicprice_mean_shift,vicprice_var_shift,vicprice_psi,vicdemand_mean_shift,vicdemand_var_shift,vicdemand_psi,transfer_mean_shift,transfer_var_shift,transfer_psi,mean_confidence,confidence_trend,batch_size,batch_id,ground_truth_drift_label,adwin_alarm,ddm_alarm,kswin_alarm
0.00016091999999999994,-5.992777600000002e-09,10.873895405314027,-3.08,-3.0688,11.840744686291952,0.005957446666666699,-0.0037400927866018258,0.008138087804070462,0.053739730000000006,0.001304152114104233,6.6925051251344225,0.06777544333333335,-0.00350880277978159,1.4765910648525755,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9474631460491615,-0.0019643126490154726,50,0,0,0,1,0
0.0001614266666666666,-6.036619555555555e-09,10.750740712908714,-1.9133333333333336,-3.747955555555555,11.627498653617387,0.0059574399999999805,-0.003253354835069361,0.016293013323347077,0.06796544999999998,0.00029993742850583315,7.9475783948967385,0.09888124333333337,-0.003295067691261854,1.8480175003337542,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9653705815165503,-0.0023216406830980285,50,1,0,0,1,0
0.0001610933333333333,-6.06752142222222e-09,10.629132172470355,-0.7466666666666666,-4.131555555555556,8.551184639174025,0.005957453333333362,-0.002766623550202227,0.011859276039690137,0.036362126666666675,-0.0005987505017964892,4.7249273087716555,0.0824471533333333,-0.005570864156417022,1.5885745535093587,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.8633484959891788,0.003053427820805696,50,2,0,0,0,0
0.00016078000000000007,-6.072587600000001e-09,10.509012164509295,0.4200000000000004,-4.2196,11.32449476866467,0.005957443333333257,-0.0022798840128563924,0.019261064424220296,0.016723266666666667,-0.0012439937903488886,5.081825910685972,0.09809234999999994,-0.003944488376796167,1.8531573344162546,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.8142799765331885,0.007030887870442693,50,3,0,0,0,0
0.0001610533333333334,-6.075709155555558e-09,10.390330475245275,1.586666666666667,-4.012088888888888,8.778467792034789,0.005957456666666638,-0.0017931497095504123,0.013824927203329495,0.004252833333333303,-0.00044527783021888864,3.096487281401692,0.02340079333333328,-0.0034349984161847515,0.2137771836710086,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.8333360311421272,-0.006093559316705655,50,4,0,0,0,0
0.00016137333333333346,-6.127883555555557e-09,10.273043783690419,2.753333333333334,-3.509022222222222,10.873895405314027,0.005957446666666644,-0.0013064119594402152,0.008138087804070462,-0.030055979999999982,-0.0016133341054558664,7.272275086702333,-0.10028068000000001,-0.005159404957952531,3.456253488192929,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.7644678635256984,0.003733861813208239,50,5,0,0,0,0
0.00016104000000000004,-6.153868800000003e-09,10.157115286519314,0.0,5.6,8.42196570704962,0.005957440000000036,-0.0008196767313125297,0.016293013323347077,-0.029248013333333336,-0.00033953656730035565,2.2878094740827066,-0.06809431666666665,-0.001493983849825721,0.657302918600803,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9041092468934104,-0.0006806007638204159,50,6,0,0,0,0
0.00016075333333333324,-6.161203422222223e-09,10.042514455825009,-2.7533333333333334,-3.2887555555555554,11.095806734747933,0.005957433333333262,-0.00033294202516823135,0.011859276039690137,0.0009001399999999798,-0.0009542920340574665,1.9686698079938318,0.05090697333333333,-0.004082429326208092,0.3867463388189815,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9312772108201927,-0.0020896420480178966,50,7,0,0,0,0
0.0001611866666666665,-6.162445155555554e-09,9.929216931765719,-1.5866666666666664,-3.8851555555555555,11.106531803743994,0.005957446666666755,0.0001537958185603011,0.019261064424220296,0.014958159999999998,-0.00033365669895333335,2.128543466654956,0.07188389333333334,-0.0043093127821150195,1.5408400155145998,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9416695136611769,0.0015082834350820839,50,8,0,0,0,0
0.00016132000000000017,-6.217639999999997e-09,12.809960305588358,-0.4199999999999995,-4.186,11.14359165376915,0.0059574399999999805,0.0006405294126463901,0.013824927203329495,0.00209733333333334,0.0003596523906111112,3.838471118442575,0.05711694333333339,-0.00413637119316999,0.23770812035353883,-8.673617379884035e-19,-7.52316384526264e-37,0.0,-1.6653345369377348e-16,-2.7733391199176196e-32,0.0,-5.551115123125783e-17,-9.244463733058732e-33,0.0,0.9388428464716287,-0.0029133219245287387,50,9,0,0,0,0
